"Currency","Year","Quarter","market","duration","method","purpose","visits","spend","nights","StandardRate","SpendPerVisit"
"BRL",2011,"Q4","Brazil","1-3  nights","Air","VFR",1124.449968,698034.018,2.188217938,1.13698093554794,620.778191884834
"BRL",2011,"Q4","Brazil","4-7  nights","Air","VFR",1103.610039,568359.971,5.518060207,1.13698093554794,515.000725722829
"BRL",2011,"Q4","Brazil","4-7  nights","Air","Business",2145.934045,3066311.061,8.731559992,1.13698093554794,1428.89343134495
"BRL",2011,"Q4","Brazil","15+  nights","Tunnel","Holiday",3913.120031,2384560.108,92.93669891,1.13698093554794,609.375661648341
"BRL",2011,"Q4","Brazil","1-3  nights","Air","Business",1107.057989,1567308.068,1.98528403,1.13698093554794,1415.74161748812
"BRL",2011,"Q4","Brazil","4-7  nights","Air","Holiday",7094.319046,5009029.046,38.65715027,1.13698093554794,706.061993197818
"BRL",2011,"Q4","Brazil","1-3  nights","Sea","Holiday",3498.12305,822058,10.49435019,1.13698093554794,234.999737930888
"BRL",2011,"Q4","Brazil","1-3  nights","Sea","Business",2482.980013,4115839.958,4.965950012,1.13698093554794,1657.62105874833
"BRL",2011,"Q4","Brazil","8-14 nights","Air","Business",601.608992,1212239.981,5.414480209,1.13698093554794,2014.9964463962
"BRL",2011,"Q4","Brazil","8-14 nights","Air","VFR",1765.509963,630759.001,7.062049866,1.13698093554794,357.267313251633
"BRL",2011,"Q4","Brazil","15+  nights","Air","VFR",928.559989,418951.988,15.70607948,1.13698093554794,451.184622386309
"BRL",2011,"Q4","Brazil","15+  nights","Air","Business",1154.270053,2267590.046,15.52460003,1.13698093554794,1964.52298152103
"BRL",2012,"Q1","Brazil","1-3  nights","Air","Business",1927.583992,1815065.98,5.076669931,1.24990510950138,941.627440118314
"BRL",2012,"Q1","Brazil","4-7  nights","Air","Business",873.817027,537445.009,5.244840145,1.24990510950138,615.054402001256
"BRL",2012,"Q1","Brazil","8-14 nights","Tunnel","Holiday",2702.939987,1414565.027,25.26799965,1.24990510950138,523.343112981961
"BRL",2012,"Q1","Brazil","4-7  nights","Tunnel","Holiday",15107.81991,6072016.954,77.20815849,1.24990510950138,401.912187871718
"BRL",2012,"Q1","Brazil","4-7  nights","Air","VFR",3729.072034,1648143.802,19.95513988,1.24990510950138,441.971564768116
"BRL",2012,"Q1","Brazil","1-3  nights","Air","Miscellaneous",3050.169975,367446.946,3.051294029,1.24990510950138,120.467694919199
"BRL",2012,"Q1","Brazil","4-7  nights","Sea","Holiday",2611.599922,3280223.012,12.20704031,1.24990510950138,1256.02048934354
"BRL",2012,"Q1","Brazil","15+  nights","Tunnel","Holiday",1351.469994,1414569.974,50.53609848,1.24990510950138,1046.68988603531
"BRL",2012,"Q1","Brazil","8-14 nights","Air","VFR",2404.112995,1377377.018,26.53314018,1.24990510950138,572.925241394488
"BRL",2012,"Q1","Brazil","1-3  nights","Tunnel","Holiday",1351.469994,565825.999,3.790210009,1.24990510950138,418.674481499439
"BRL",2012,"Q1","Brazil","1-3  nights","Air","Holiday",5531.222969,4601081.017,17.17274529,1.24990510950138,831.837921339815
"BRL",2012,"Q1","Brazil","15+  nights","Air","Study",2448.491931,8573699.951,105.8490028,1.24990510950138,3501.62475213809
"BRL",2012,"Q1","Brazil","15+  nights","Air","Holiday",1359.46101,1605460.957,15.1614604,1.24990510950138,1180.95402897947
"BRL",2012,"Q1","Brazil","8-14 nights","Air","Study",1415.92598,2798120.022,18.41384983,1.24990510950138,1976.17676455093
"BRL",2012,"Q1","Brazil","4-7  nights","Air","Study",1239.220023,845225.99,8.677780151,1.24990510950138,682.06288981178
"BRL",2012,"Q1","Brazil","8-14 nights","Air","Holiday",1400.326014,1029343.992,11.03257036,1.24990510950138,735.07453386494
"BRL",2012,"Q1","Brazil","1-3  nights","Air","VFR",510.251999,226962,1.638419986,1.24990510950138,444.803744904094
"BRL",2012,"Q1","Brazil","4-7  nights","Air","Holiday",14482.78302,15662083,94.34052038,1.24990510950138,1081.42771857946
"BRL",2012,"Q2","Brazil","1-3  nights","Sea","Holiday",1262.660027,400927.007,3.923209906,0.605350315957299,317.525698467367
"BRL",2012,"Q2","Brazil","1-3  nights","Air","Business",1146.616995,846590.966,1.727504015,0.605350315957299,738.338058559824
"BRL",2012,"Q2","Brazil","4-7  nights","Tunnel","Holiday",7634.030223,5072463.11,49.36723089,0.605350315957299,664.454156170034
"BRL",2012,"Q2","Brazil","4-7  nights","Air","Holiday",7250.267863,5825761.08,37.49286056,0.605350315957299,803.523564933424
"BRL",2012,"Q2","Brazil","1-3  nights","Air","VFR",530.929983,114170,1.59296,0.605350315957299,215.037770809037
"BRL",2012,"Q2","Brazil","15+  nights","Air","Holiday",727.603972,1399739.981,8.525079727,0.605350315957299,1923.76627240292
"BRL",2012,"Q2","Brazil","1-3  nights","Air","Miscellaneous",529.368997,166779.995,0.529425025,0.605350315957299,315.054330618459
"BRL",2012,"Q2","Brazil","4-7  nights","Air","VFR",1357.089996,359688.997,5.428919792,0.605350315957299,265.044321349488
"BRL",2012,"Q2","Brazil","8-14 nights","Air","Holiday",6851.18407,6991263.092,59.73009944,0.605350315957299,1020.44595803715
"BRL",2012,"Q2","Brazil","15+  nights","Air","Study",530.929983,1059389.949,15.39859962,0.605350315957299,1995.34775379224
"BRL",2012,"Q2","Brazil","1-3  nights","Tunnel","Holiday",12186.86032,2915537.998,37.93567061,0.605350315957299,239.236187290608
"BRL",2012,"Q2","Brazil","4-7  nights","Air","Business",1073.368013,915415.019,5.948159933,0.605350315957299,852.843580126325
"BRL",2012,"Q2","Brazil","1-3  nights","Air","Holiday",6586.815953,2774188.537,16.72856987,0.605350315957299,421.172924337818
"BRL",2012,"Q2","Brazil","15+  nights","Air","VFR",530.929983,1070009.947,7.964789867,0.605350315957299,2015.35038754818
"BRL",2012,"Q2","Brazil","8-14 nights","Air","VFR",1234.35998,172839.001,12.34490013,0.605350315957299,140.023172980705
"BRL",2012,"Q3","Brazil","15+  nights","Air","Business",2442.164749,9789832.046,69.73288107,0.418463199915136,4008.66978774003
"BRL",2012,"Q3","Brazil","1-3  nights","Air","Miscellaneous",678.209007,349247.992,0.678071976,0.418463199915136,514.95628691938
"BRL",2012,"Q3","Brazil","15+  nights","Air","VFR",2196.147978,901049.972,39.52578974,0.418463199915136,410.286547639915
"BRL",2012,"Q3","Brazil","15+  nights","Air","Miscellaneous",46.010301,95095.403,0.966022015,0.418463199915136,2066.82853476659
"BRL",2012,"Q3","Brazil","1-3  nights","Air","Holiday",6509.445012,4712868.944,18.11576021,0.418463199915136,724.00472472107
"BRL",2012,"Q3","Brazil","1-3  nights","Air","Business",4053.373039,3624824.047,8.249203801,0.418463199915136,894.273488307968
"BRL",2012,"Q3","Brazil","15+  nights","Tunnel","Holiday",112.085998,2342.64,0.224031001,0.418463199915136,20.9003804382417
"BRL",2012,"Q3","Brazil","4-7  nights","Air","Holiday",12661.52985,19038961.54,80.86821729,0.418463199915136,1503.68571298673
"BRL",2012,"Q3","Brazil","8-14 nights","Air","Holiday",10612.20106,10521783.17,121.7215406,0.418463199915136,991.479817477186
"BRL",2012,"Q3","Brazil","8-14 nights","Air","VFR",2038.453043,1028739.463,13.70675838,0.418463199915136,504.666745467926
"BRL",2012,"Q3","Brazil","8-14 nights","Air","Business",2721.20595,3721111.879,18.37013006,0.418463199915136,1367.44956000115
"BRL",2012,"Q3","Brazil","1-3  nights","Tunnel","Holiday",8930.53019,3526849.94,25.22533035,0.418463199915136,394.920555103123
"BRL",2012,"Q3","Brazil","1-3  nights","Air","VFR",835.853994,516498.029,1.663460016,0.418463199915136,617.928529034462
"BRL",2012,"Q3","Brazil","4-7  nights","Air","VFR",649.060011,74997.298,3.229290009,0.418463199915136,115.547556048712
"BRL",2012,"Q3","Brazil","8-14 nights","Tunnel","Holiday",1550.510049,600337.029,10.84679985,0.418463199915136,387.186803069859
"BRL",2012,"Q3","Brazil","15+  nights","Air","Holiday",2999.277055,5514038.98,85.60430145,0.418463199915136,1838.45602753094
"BRL",2012,"Q3","Brazil","4-7  nights","Air","Business",342.523992,265956.998,1.258520007,0.418463199915136,776.462391574603
"BRL",2012,"Q3","Brazil","15+  nights","Air","Study",574.928999,1861459.97,17.24440002,0.418463199915136,3237.72148080497
"BRL",2012,"Q3","Brazil","4-7  nights","Tunnel","Holiday",9303.079963,5309947.848,44.9367094,0.418463199915136,570.773106231335
"BRL",2012,"Q4","Brazil","1-3  nights","Air","Miscellaneous",1661.633015,780998.606,1.662519962,0.25370790789078,470.018709877403
"BRL",2012,"Q4","Brazil","15+  nights","Air","Miscellaneous",830.344021,324001.014,36.55459976,0.25370790789078,390.200935763708
"BRL",2012,"Q4","Brazil","8-14 nights","Air","Holiday",4627.292007,4262038.991,49.21941972,0.25370790789078,921.065492420306
"BRL",2012,"Q4","Brazil","1-3  nights","Air","VFR",513.935983,521914.005,0.514210999,0.25370790789078,1015.52337696503
"BRL",2012,"Q4","Brazil","4-7  nights","Air","Business",1492.793977,1503158.987,7.210651934,0.25370790789078,1006.94336268748
"BRL",2012,"Q4","Brazil","4-7  nights","Tunnel","Study",627.830029,269966.99,3.766979933,0.25370790789078,430.000123488837
"BRL",2012,"Q4","Brazil","8-14 nights","Tunnel","VFR",1658.220053,1989860.058,16.58209991,0.25370790789078,1199.9975843978
"BRL",2012,"Q4","Brazil","1-3  nights","Air","Business",4314.500958,2604917.958,6.45341599,0.25370790789078,603.758808575516
"BRL",2012,"Q4","Brazil","15+  nights","Air","Business",1086.869955,3976870.06,28.49230099,0.25370790789078,3659.01186402747
"BRL",2012,"Q4","Brazil","8-14 nights","Air","Business",661.774993,519949.019,5.442629814,0.25370790789078,785.68852631154
"BRL",2012,"Q4","Brazil","4-7  nights","Air","Holiday",6248.870015,5167168.081,38.66136026,0.25370790789078,826.896393843456
"BRL",2012,"Q4","Brazil","15+  nights","Air","VFR",830.344021,303232.014,36.55459976,0.25370790789078,365.188411466866
"BRL",2012,"Q4","Brazil","4-7  nights","Tunnel","Holiday",3316.440105,2117542.058,18.24036026,0.25370790789078,638.498507724445
"BRL",2012,"Q4","Brazil","8-14 nights","Air","VFR",1431.496024,797746.003,14.32259989,0.25370790789078,557.281326406255
"BRL",2012,"Q4","Brazil","1-3  nights","Air","Holiday",3718.106985,2383189.797,10.34994006,0.25370790789078,640.968591440356
"BRL",2013,"Q1","Brazil","1-3  nights","Air","VFR",939.166009,138836.6,1.555815995,0.608485657693169,147.829668737511
"BRL",2013,"Q1","Brazil","8-14 nights","Tunnel","Holiday",2086.319923,1460409.999,15.41709995,0.608485657693169,699.993314975404
"BRL",2013,"Q1","Brazil","1-3  nights","Tunnel","Holiday",2964.800894,568258.017,6.483370066,0.608485657693169,191.668188629466
"BRL",2013,"Q1","Brazil","15+  nights","Air","Business",1316.244006,3874257.013,18.79054046,0.608485657693169,2943.41854195688
"BRL",2013,"Q1","Brazil","8-14 nights","Air","VFR",3939.34691,3496685.892,36.48866034,0.608485657693169,887.630861634372
"BRL",2013,"Q1","Brazil","1-3  nights","Air","Holiday",3944.357991,1490165.01,10.31483984,0.608485657693169,377.796592854951
"BRL",2013,"Q1","Brazil","1-3  nights","Air","Study",608.663023,1226459.98,1.217329979,0.608485657693169,2015.00655314164
"BRL",2013,"Q1","Brazil","4-7  nights","Air","Business",3712.819934,6866075.039,19.72130013,0.608485657693169,1849.28845488147
"BRL",2013,"Q1","Brazil","8-14 nights","Air","Miscellaneous",726.203978,1463299.99,10.16689968,0.608485657693169,2014.99858762823
"BRL",2013,"Q1","Brazil","1-3  nights","Air","Business",1806.277961,1530657.023,3.458296001,0.608485657693169,847.409455271541
"BRL",2013,"Q1","Brazil","4-7  nights","Air","VFR",1578.585029,775879.018,6.708610177,0.608485657693169,491.502835606836
"BRL",2013,"Q1","Brazil","15+  nights","Air","VFR",617.165983,9257.49,52.45909882,0.608485657693169,15.000000413179
"BRL",2013,"Q1","Brazil","8-14 nights","Air","Holiday",9194.047034,15889935.14,89.3017993,0.608485657693169,1728.2851698755
"BRL",2013,"Q1","Brazil","15+  nights","Air","Study",3224.688947,13074040.06,126.173758,0.608485657693169,4054.35695500587
"BRL",2013,"Q1","Brazil","4-7  nights","Sea","VFR",852.267981,349440.992,2.550659895,0.608485657693169,410.013047292927
"BRL",2013,"Q1","Brazil","8-14 nights","Air","Business",668.299973,344175.011,7.351299763,0.608485657693169,515.00078543322
"BRL",2013,"Q1","Brazil","15+  nights","Air","Holiday",1652.619958,8356220.245,29.13870049,0.608485657693169,5056.34716835484
"BRL",2013,"Q1","Brazil","4-7  nights","Air","Holiday",9201.574951,6355656.028,44.00607944,0.608485657693169,690.713933413028
"BRL",2013,"Q1","Brazil","4-7  nights","Tunnel","Holiday",9754.51982,8974271.953,53.6658411,0.608485657693169,920.01165804182
"BRL",2013,"Q2","Brazil","8-14 nights","Air","Holiday",5771.331936,4073740.46,46.32831967,0.472023366737426,705.857938024516
"BRL",2013,"Q2","Brazil","1-3  nights","Air","Holiday",3337.053031,2930640.128,8.508729994,0.472023366737426,878.21203342453
"BRL",2013,"Q2","Brazil","8-14 nights","Tunnel","VFR",1444.61,3344269.991,11.55690002,0.472023366737426,2314.99850547899
"BRL",2013,"Q2","Brazil","1-3  nights","Air","VFR",599.408984,26724.7,1.115800023,0.472023366737426,44.5850841635033
"BRL",2013,"Q2","Brazil","1-3  nights","Tunnel","Holiday",10259.49609,3048676.968,27.87015033,0.472023366737426,297.156599238004
"BRL",2013,"Q2","Brazil","4-7  nights","Air","Business",2993.345976,3450530.976,11.63112998,0.472023366737426,1152.733764712
"BRL",2013,"Q2","Brazil","8-14 nights","Tunnel","Holiday",1746.090055,534877.002,13.10350037,0.472023366737426,306.328416720752
"BRL",2013,"Q2","Brazil","4-7  nights","Tunnel","VFR",945.932984,161754.996,4.729660034,0.472023366737426,171.000481784659
"BRL",2013,"Q2","Brazil","15+  nights","Air","Study",1136.620045,1115419.984,41.20840073,0.472023366737426,981.348154914864
"BRL",2013,"Q2","Brazil","1-3  nights","Air","Business",4369.09306,5100108.027,8.308166146,0.472023366737426,1167.31503700221
"BRL",2013,"Q2","Brazil","4-7  nights","Tunnel","Holiday",12066.94579,9990211.546,54.29440022,0.472023366737426,827.898933156639
"BRL",2013,"Q2","Brazil","1-3  nights","Air","Miscellaneous",496.54901,81930.6,0.49654901,0.472023366737426,165.000026885564
"BRL",2013,"Q2","Brazil","8-14 nights","Sea","Holiday",1018.409967,1039890.051,9.553310394,0.472023366737426,1021.09178493537
"BRL",2013,"Q2","Brazil","8-14 nights","Air","Business",496.54901,1293040.037,1.489650011,0.472023366737426,2604.05319708522
"BRL",2013,"Q2","Brazil","4-7  nights","Air","VFR",1748.898983,670764.998,7.626919985,0.472023366737426,383.535586972207
"BRL",2013,"Q2","Brazil","15+  nights","Air","Holiday",632.288992,2135509.968,22.0970993,0.472023366737426,3377.42708637888
"BRL",2013,"Q2","Brazil","4-7  nights","Air","Holiday",11408.49602,12505412.76,58.20109987,0.472023366737426,1096.14911010856
"BRL",2013,"Q3","Brazil","4-7  nights","Tunnel","Holiday",1045.860052,104585.998,4.183440208,-0.101992001245679,99.9999931157137
"BRL",2013,"Q3","Brazil","15+  nights","Air","Study",1801.811993,5033119.977,48.46789932,-0.101992001245679,2793.36578763687
"BRL",2013,"Q3","Brazil","1-3  nights","Air","Holiday",8276.726842,2968763.709,23.09238714,-0.101992001245679,358.688134291819
"BRL",2013,"Q3","Brazil","15+  nights","Air","Holiday",1348.386019,1272119.015,42.06576061,-0.101992001245679,943.438301105672
"BRL",2013,"Q3","Brazil","4-7  nights","Sea","Holiday",975.012004,487506.002,4.875060081,-0.101992001245679,500
"BRL",2013,"Q3","Brazil","8-14 nights","Air","VFR",2056.684971,3719243.109,22.62353039,-0.101992001245679,1808.36791314308
"BRL",2013,"Q3","Brazil","1-3  nights","Air","Miscellaneous",1189.204037,123238.901,1.026779026,-0.101992001245679,103.631418297985
"BRL",2013,"Q3","Brazil","8-14 nights","Tunnel","Holiday",1638.589978,1887750.03,8.192930222,-0.101992001245679,1152.05759546028
"BRL",2013,"Q3","Brazil","15+  nights","Air","VFR",431.647986,731024.981,6.474720001,-0.101992001245679,1693.56745475467
"BRL",2013,"Q3","Brazil","8-14 nights","Air","Business",1227.539003,512767.002,4.910259843,-0.101992001245679,417.719519092136
"BRL",2013,"Q3","Brazil","4-7  nights","Air","Holiday",16019.99789,14877096.83,100.37532,-0.101992001245679,928.657852026721
"BRL",2013,"Q3","Brazil","4-7  nights","Air","Business",1937.337965,2087692.022,8.612650275,-0.101992001245679,1077.6085844165
"BRL",2013,"Q3","Brazil","1-3  nights","Air","Business",1342.144966,1232782.036,2.11133194,-0.101992001245679,918.5163057863
"BRL",2013,"Q3","Brazil","15+  nights","Sea","Holiday",975.012004,1665320.039,16.57519913,-0.101992001245679,1707.99952428073
"BRL",2013,"Q3","Brazil","1-3  nights","Tunnel","Holiday",10496.76108,4513055.734,28.59372008,-0.101992001245679,429.947457087401
"BRL",2013,"Q3","Brazil","4-7  nights","Air","VFR",623.194993,133986.995,2.49277997,-0.101992001245679,215.000114739369
"BRL",2013,"Q3","Brazil","8-14 nights","Air","Holiday",9196.910918,8558575.204,88.14730746,-0.101992001245679,930.592378278813
"BRL",2013,"Q4","Brazil","15+  nights","Air","Holiday",2279.65498,1747564.018,43.9285202,-0.283248181854152,766.591450606267
"BRL",2013,"Q4","Brazil","4-7  nights","Tunnel","Holiday",2537.519932,1295600.057,15.22342014,-0.283248181854152,510.577292679173
"BRL",2013,"Q4","Brazil","1-3  nights","Tunnel","VFR",1268.759966,301874.995,3.805860043,-0.283248181854152,237.929161614168
"BRL",2013,"Q4","Brazil","4-7  nights","Air","Miscellaneous",740.197003,1542330.027,2.996390104,-0.283248181854152,2083.67504968133
"BRL",2013,"Q4","Brazil","1-3  nights","Air","Holiday",2382.524937,685408.773,6.538610995,-0.283248181854152,287.681678523393
"BRL",2013,"Q4","Brazil","1-3  nights","Air","VFR",1258.716047,682262.994,3.175389886,-0.283248181854152,542.03090174793
"BRL",2013,"Q4","Brazil","4-7  nights","Air","VFR",2410.863996,906187.374,10.90768027,-0.283248181854152,375.876605027702
"BRL",2013,"Q4","Brazil","1-3  nights","Air","Miscellaneous",586.332023,37399.702,0.474705011,-0.283248181854152,63.7858764879366
"BRL",2013,"Q4","Brazil","15+  nights","Air","VFR",1391.343981,1045116.976,62.17046928,-0.283248181854152,751.156428799759
"BRL",2013,"Q4","Brazil","1-3  nights","Tunnel","Holiday",4398.080111,1616162.002,8.795190334,-0.283248181854152,367.469887135032
"BRL",2013,"Q4","Brazil","1-3  nights","Air","Business",1331.107974,812380.368,3.993320107,-0.283248181854152,610.303885085133
"BRL",2013,"Q4","Brazil","4-7  nights","Sea","Holiday",1209.720016,819015.98,4.838359833,-0.283248181854152,677.029369744677
"BRL",2013,"Q4","Brazil","15+  nights","Air","Study",509.757996,3066190.004,47.91730118,-0.283248181854152,6014.99148235038
"BRL",2013,"Q4","Brazil","4-7  nights","Air","Business",1673.507988,2133384.049,7.203789949,-0.283248181854152,1274.79764918816
"BRL",2013,"Q4","Brazil","4-7  nights","Tunnel","VFR",1268.759966,194340.006,6.343090057,-0.283248181854152,153.173185793916
"BRL",2013,"Q4","Brazil","8-14 nights","Air","Business",1333.818018,3660569.906,13.54241991,-0.283248181854152,2744.42979222073
"BRL",2013,"Q4","Brazil","4-7  nights","Air","Holiday",7614.054084,8799966.03,36.26421976,-0.283248181854152,1155.75302367395
"BRL",2013,"Q4","Brazil","8-14 nights","Air","VFR",1134.790003,2149093.032,12.21797991,-0.283248181854152,1893.82443123267
"BRL",2013,"Q4","Brazil","8-14 nights","Air","Holiday",4784.049988,4398918.647,39.01465589,-0.283248181854152,919.496798326515
"BRL",2014,"Q1","Brazil","1-3  nights","Air","Holiday",7425.190806,4460053.973,18.40707058,-0.55312387446732,600.665234002608
"BRL",2014,"Q1","Brazil","1-3  nights","Tunnel","Business",1504.817605,114184.29,1.501034021,-0.55312387446732,75.8791561320151
"BRL",2014,"Q1","Brazil","15+  nights","Air","VFR",1316.079021,1083907.813,23.58810186,-0.55312387446732,823.588702277475
"BRL",2014,"Q1","Brazil","4-7  nights","Air","Business",1702.621996,2140047.61,6.810487986,-0.55312387446732,1256.91293488963
"BRL",2014,"Q1","Brazil","15+  nights","Air","Holiday",2559.873909,6587332.547,155.3599043,-0.55312387446732,2573.30352242752
"BRL",2014,"Q1","Brazil","4-7  nights","Tunnel","Holiday",2257.226467,1237254.381,15.76085758,-0.55312387446732,548.130371094041
"BRL",2014,"Q1","Brazil","8-14 nights","Sea","Miscellaneous",922.791719,233407.646,4.602357864,-0.55312387446732,252.93643321045
"BRL",2014,"Q1","Brazil","1-3  nights","Sea","Holiday",1118.299127,113140.799,3.34646225,-0.55312387446732,101.172214364073
"BRL",2014,"Q1","Brazil","1-3  nights","Air","Business",446.363986,363786.668,0.892727971,-0.55312387446732,815.000043484691
"BRL",2014,"Q1","Brazil","8-14 nights","Air","Business",852.224022,991953.885,9.848061085,-0.55312387446732,1163.95907577456
"BRL",2014,"Q1","Brazil","8-14 nights","Air","Holiday",4834.595412,4322609.439,44.33057165,-0.55312387446732,894.099520359202
"BRL",2014,"Q1","Brazil","15+  nights","Air","Study",1560.576975,8173300.385,195.9166565,-0.55312387446732,5237.35805149887
"BRL",2014,"Q1","Brazil","1-3  nights","Air","Miscellaneous",3320.171058,546159.11,3.320171058,-0.55312387446732,164.497280549453
"BRL",2014,"Q1","Brazil","1-3  nights","Tunnel","Holiday",14012.16066,3423420.452,37.42768717,-0.55312387446732,244.317813295755
"BRL",2014,"Q1","Brazil","4-7  nights","Air","Holiday",5632.530093,4917202.726,27.37477744,-0.55312387446732,873.000702137571
"BRL",2014,"Q1","Brazil","8-14 nights","Air","VFR",990.509003,1328963.853,11.11139011,-0.55312387446732,1341.69790377968
"BRL",2014,"Q2","Brazil","1-3  nights","Sea","Business",3291.137934,296202.421,9.87341404,-0.368628609197912,90.0000021086931
"BRL",2014,"Q2","Brazil","1-3  nights","Air","VFR",1484.450042,791625.187,4.453349948,-0.368628609197912,533.278429453539
"BRL",2014,"Q2","Brazil","15+  nights","Air","Holiday",3792.262703,8971389.472,79.57864285,-0.368628609197912,2365.70885896245
"BRL",2014,"Q2","Brazil","4-7  nights","Air","Business",1343.640029,1589635.134,7.136263132,-0.368628609197912,1183.08110780466
"BRL",2014,"Q2","Brazil","1-3  nights","Air","Business",2217.494994,1090035.602,5.190633029,-0.368628609197912,491.561696846834
"BRL",2014,"Q2","Brazil","4-7  nights","Tunnel","Holiday",9301.655173,6843101.799,42.70930719,-0.368628609197912,735.686463508509
"BRL",2014,"Q2","Brazil","8-14 nights","Air","VFR",1230.895013,2182660.758,15.14221525,-0.368628609197912,1773.2306451387
"BRL",2014,"Q2","Brazil","15+  nights","Air","Business",376.350999,758347.273,16.18309212,-0.368628609197912,2015.0000266108
"BRL",2014,"Q2","Brazil","4-7  nights","Air","Holiday",17849.02698,14323639.01,93.84110618,-0.368628609197912,802.488506855291
"BRL",2014,"Q2","Brazil","1-3  nights","Air","Holiday",7951.735169,5531188.577,21.35257614,-0.368628609197912,695.595170040804
"BRL",2014,"Q2","Brazil","4-7  nights","Air","VFR",3113.945007,2732336.208,17.82547808,-0.368628609197912,877.451657578358
"BRL",2014,"Q2","Brazil","1-3  nights","Tunnel","Holiday",1681.193948,3330445.29,5.043581963,-0.368628609197912,1981.00004699755
"BRL",2014,"Q2","Brazil","8-14 nights","Air","Holiday",5379.244983,4833617.628,44.05924082,-0.368628609197912,898.568041291232
"BRL",2014,"Q2","Brazil","15+  nights","Air","Study",434.785992,223914.787,14.78272438,-0.368628609197912,515.00000257598
"BRL",2014,"Q2","Brazil","15+  nights","Air","VFR",1909.886003,1615698.196,41.80597901,-0.368628609197912,845.965776733325
"BRL",2014,"Q2","Brazil","4-7  nights","Tunnel","VFR",632.673979,253069.609,4.42871809,-0.368628609197912,400.000027502316
"BRL",2014,"Q2","Brazil","8-14 nights","Sea","Holiday",1249.17829,76568.782,2.320188046,-0.368628609197912,61.2953191813796
"BRL",2014,"Q2","Brazil","8-14 nights","Tunnel","Holiday",1979.755759,1987036.109,14.70856667,-0.368628609197912,1003.67739806635
"BRL",2014,"Q3","Brazil","4-7  nights","Tunnel","Holiday",6642.660737,3385200.56,28.78988171,-0.423785264367332,509.615151823762
"BRL",2014,"Q3","Brazil","1-3  nights","Air","Business",675.653636,713998.139,2.883470058,-0.423785264367332,1056.75171560832
"BRL",2014,"Q3","Brazil","4-7  nights","Air","Study",2204.266787,3620516.777,10.26732922,-0.423785264367332,1642.50389215704
"BRL",2014,"Q3","Brazil","1-3  nights","Air","Holiday",9829.014599,4652348.358,24.59673375,-0.423785264367332,473.328054520677
"BRL",2014,"Q3","Brazil","8-14 nights","Air","Business",664.654016,280312.032,1.329308033,-0.423785264367332,421.741274786791
"BRL",2014,"Q3","Brazil","4-7  nights","Air","Holiday",30161.61004,17375143.22,157.5590808,-0.423785264367332,576.068160716794
"BRL",2014,"Q3","Brazil","15+  nights","Air","Study",5373.962879,7969209.671,130.0343399,-0.423785264367332,1482.92979509433
"BRL",2014,"Q3","Brazil","4-7  nights","Air","Business",703.279436,1830789.328,7.003191948,-0.423785264367332,2603.21748978311
"BRL",2014,"Q3","Brazil","1-3  nights","Tunnel","Holiday",16793.8633,5138665.348,34.60288525,-0.423785264367332,305.984707402019
"BRL",2014,"Q3","Brazil","1-3  nights","Air","Miscellaneous",619.463623,31643.853,0.480903506,-0.423785264367332,51.0826654303799
"BRL",2014,"Q3","Brazil","8-14 nights","Air","Holiday",8925.732493,13896060.47,96.73715615,-0.423785264367332,1556.85379109199
"BRL",2014,"Q3","Brazil","15+  nights","Air","Business",1234.922945,1553936.72,16.1686461,-0.423785264367332,1258.32686670179
"BRL",2014,"Q3","Brazil","4-7  nights","Air","VFR",2674.402058,1125271.231,18.04752302,-0.423785264367332,420.75619394397
"BRL",2014,"Q3","Brazil","8-14 nights","Air","VFR",1507.001042,72336.048,15.07001019,-0.423785264367332,47.9999986622438
"BRL",2014,"Q3","Brazil","15+  nights","Tunnel","Holiday",2440.626383,3655414.581,35.52505112,-0.423785264367332,1497.73623954142
"BRL",2014,"Q3","Brazil","4-7  nights","Sea","Holiday",2254.951954,586287.498,11.27476025,-0.423785264367332,259.999995547577
"BRL",2014,"Q3","Brazil","15+  nights","Air","Holiday",4472.005248,7552520.752,100.0125294,-0.423785264367332,1688.84434010396
"BRL",2014,"Q3","Brazil","8-14 nights","Tunnel","Business",1761.407971,1232985.616,15.85267162,-0.423785264367332,700.000020608514
"BRL",2014,"Q3","Brazil","1-3  nights","Sea","Holiday",1127.475977,180396.155,3.382427931,-0.423785264367332,159.999998829243
"BRL",2014,"Q3","Brazil","15+  nights","Air","VFR",2285.510957,1957275.409,113.3566136,-0.423785264367332,856.384172215544
"BRL",2014,"Q3","Brazil","8-14 nights","Sea","Holiday",1210.2772,515211.821,7.707194805,-0.423785264367332,425.697369990941
"BRL",2014,"Q4","Brazil","1-3  nights","Air","Miscellaneous",2620.282054,316585.274,2.620282054,-0.686491168158071,120.821067150659
"BRL",2014,"Q4","Brazil","1-3  nights","Air","Holiday",4679.433465,1872818.522,12.86436689,-0.686491168158071,400.223346695239
"BRL",2014,"Q4","Brazil","1-3  nights","Air","Business",1084.342539,352004.118,2.248610914,-0.686491168158071,324.624466291458
"BRL",2014,"Q4","Brazil","15+  nights","Air","VFR",619.045019,71190.178,27.23797989,-0.686491168158071,115.000001316544
"BRL",2014,"Q4","Brazil","1-3  nights","Tunnel","VFR",1630.082607,164475.888,1.628251791,-0.686491168158071,100.900339218207
